source	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	translation
,	,	,	,	Z		169	5	2	punct		
си	si	si	си	Px---d		169	6	8	expl		
се	se	se	се	Px---a		169	7	8	expl		
дружевме	druževme	druži	дружи	Vmii1pi		169	8	2	conj		
сите	site	siot	сиот	Pi--pn		169	9	8	nsubj		
.	.	.	.	Z		169	10	8	punct		
											
и	i	i	и	C		170	1	3	cc		And I say to you, I am really sorry now that I remembered this incident.
ти	ti	ti	ти	Pp2-sd		170	2	3	obl	iobj	
викам	vikam	vika	вика	Vmip1si		170	3	0	root		
баш	baš	baš	баш	Q		170	4	7	advmod		
ми	mi	јas	јас	Pp1-sd		170	5	7	obl	iobj	
е	e	e	е	Vmip3si		170	6	7	cop		
криво	krivo	krivo	криво	R		170	7	3	xcomp		
сеа	sea	sega	сега	R		170	8	7	advmod		
шо	šo	što	што	Pr		170	9	11	mark		
ми	mi	јas	јас	Pp1-sd		170	10	11	obl	iobj	
текна	tekna	tekne	текне	Vmia1se		170	11	7	advcl		
ево	evo	eve	еве	Qd		170	12	11	discourse		
за	za	za	за	S		170	13	15	case		
ова	ova	ovoј	овој	Pd-fsn		170	14	15	det		
случка	slučka	slučka	случка	Nfsnn		170	15	11	obl		
											
и	i	i	и	C		171	1	4	cc		And maybe I shouldn't have told it but it came on my mind.
можда	možda	možebi	можеби	Qo		171	2	4	discourse		
не	ne	ne	не	Qz		171	3	4	advmod		
требеше	trebeše	treba	треба	Vaii3si		171	4	8	aux		
и	i	i	и	C		171	5	8	cc		
да	da	da	да	C		171	6	8	fixed	inf	
а	a	toј	тој	Pp3fsa		171	7	8	obj		
кажвам	kažvam	kažuva	кажува	Vmip1si		171	8	0	root		
ама	ama	ama	ама	C		171	9	12	cc		
ево	evo	eve	еве	Qd		171	10	12	discourse		
ми	mi	јas	јас	Pp1-sd		171	11	12	obl	iobj	
дојде	doјde	doјde	дојде	Vmia1se		171	12	8	xcomp		
на	na	na	на	S		171	13	14	case		
памет	pamet	pamet	памет	Nmsnn		171	14	12	obl		
.	.	.	.	Z		171	15	12	punct		
											Very sad image.
многу	mnogu	mnogu	многу	R		172	1	2	amod		
тажна	tažna	tažen	тажен	Afsn		172	2	3	amod		
слика	slika	slika	слика	Nfsnn		172	3	0	root		
.	.	.	.	Z		172	4	3	punct		
											
а	a	a	а	C		173	1	6	cc		And so, what else to say?
вака	vaka	vaka	вака	R		173	2	6	advmod		
друго	drugo	drugo	друго	R		173	3	6	advmod		
шо	šo	što	што	Pr		173	4	6	mark		
да	da	da	да	C		173	5	6	fixed	inf	
кажам	kažam	kaže	каже	Vmip1se		173	6	0	root		
											
друго	drugo	drugo	друго	R		174	1	2	advmod		There was something else.
имаше	imaše	ima	има	Vmii3si		174	2	0	root		
											
и	i	i	и	C		175	1	2	cc		And I think that sad incident was the only one, thank God.
мислам	mislam	misli	мисли	Vmip1si		175	2	0	root		
та	ta	taa	таа	Pd-fsn		175	3	4	det		
тажна	tažna	tažen	тажен	Afsn		175	4	5	amod		
случка	slučka	slučka	случка	Nfsnn		175	5	7	nsubj		
беше	beše	e	е	Vmii3si		175	6	7	cop		
единствена	edinstvena	edinstven	единствен	Afsn		175	7	2	conj		
,	,	,	,	Z		175	8	7	punct		
фала	fala	fala	фала	I		175	9	7	discourse		
му	mu	toј	тој	Pp3msd		175	10	9	expl		
на	na	na	на	S		175	11	12	case		
господ	gospod	Gospod	Господ	Nmsny		175	12	9	obl		
.	.	.	.	Z		175	13	9	punct		
											
убава	ubava	ubav	убав	Afsn		176	1	2	amod		Nice event was, well, this, that we hung out.
случка	slučka	slučka	случка	Nfsnn		176	2	3	nsubj		
беше	beše	e	е	Vmii3si		176	3	5	cop		
е	e	e	е	I		176	4	5	discourse		
ова	ova	ovoј	овој	Pd-nsn		176	5	0	root		
шо	šo	što	што	Pr		176	6	8	mark		
се	se	se	се	Px---a		176	7	8	expl		
дружевме	druževme	druži	дружи	Vmii1pi		176	8	5	acl		
,	,	,	,	Z		176	9	8	punct		
											
многу	mnogu	mnogu	многу	R		177	1	2	amod		Very nice memories came to me, when everyone hung out.
убави	ubavi	ubav	убав	A-pn		177	2	3	amod		
спомени	spomeni	spomen	спомен	Nmpnn		177	3	5	nsubj		
ми	mi	јas	јас	Pp1-sd		177	4	5	obl	iobj	
дојдоја	doјdoјa	doјde	дојде	Vmia1pe		177	5	0	root		
кога	koga	koga	кога	R		177	6	8	advmod		
се	se	se	се	Px---a		177	7	8	expl		
дружевме	druževme	druži	дружи	Vmii1pi		177	8	5	conj		
сите	site	siot	сиот	Pi--pn		177	9	8	nsubj		
											
ко	ko	koga	кога	R		178	1	3	advmod		When we would go on school vacation, either to the lake, either we would go in other towns like that.
ќе	ќe	ќe	ќе	Vaip		178	2	3	aux	hab	
одевме	odevme	odi	оди	Vmii1pi		178	3	0	root		
на	na	na	на	S		178	4	6	case		
школски	školski	školski	школски	Amsn		178	5	6	amod		
распуст	raspust	raspust	распуст	Nmsnn		178	6	3	obl		
,	,	,	,	Z		178	7	3	punct		
било	bilo	bilo	било	Q		178	8	10	discourse		
на	na	na	на	S		178	9	10	case		
езеро	ezero	ezero	езеро	Nnsnn		178	10	6	nmod		
,	,	,	,	Z		178	11	10	punct		
било	bilo	bilo	било	Q		178	12	14	discourse		
ќе	ќe	ќe	ќе	Vaip		178	13	14	aux	hab	
одевме	odevme	odi	оди	Vmii1pi		178	14	3	xcomp		
во	vo	vo	во	S		178	15	17	case		
други	drugi	drug	друг	A-pn		178	16	17	amod		
градови	gradovi	grad	град	Nmpnn		178	17	14	obl		
така	taka	taka	така	R		178	18	14	advmod		
,	,	,	,	Z		178	19	14	punct		
											
на	na	na	на	S		179	1	2	case		For example Prilep, Bitola, here are close or Ohrid and Struga we would go.
пример	primer	primer	пример	Nmsnn		179	2	10	discourse		
прилеп	prilep	Prilep	Прилеп	Nmsnn		179	3	10	nsubj		
,	,	,	,	Z		179	4	3	punct		
битола	bitola	Bitola	Битола	Nfsnn		179	5	3	conj		
,	,	,	,	Z		179	6	5	punct		
овде	ovde	ovde	овде	R		179	7	10	advmod		
ми	mi	јas	јас	Pp1-sd		179	8	10	obl	iobj	
се	se	e	е	Px---a		179	9	10	cop		
блиски	bliski	blizok	близок	A-pn		179	10	0	root		
или	ili	ili	или	C		179	11	12	cc		
охрид	oxrid	Oxrid	Охрид	Nmsnn		179	12	16	nsubj		
и	i	i	и	C		179	13	14	cc		
струга	struga	Struga	Струга	Nfsnn		179	14	12	conj		
ќе	ќe	ќe	ќе	Vaip		179	15	16	aux	hab	
одевме	odevme	odi	оди	Vmii1pi		179	16	10	conj		
											
то	to	toa	тоа	Pp3nsn		180	1	5	nsubj		That was regular vacation and so.
ни	ni	nie	ние	Pp1-pd		180	2	3	obl	iobj	
беше	beše	e	е	Vmii3si		180	3	5	cop		
редовно	redovno	redovno	редовно	Ansn		180	4	5	amod		
одење	odenje	odenje	одење	Nnsnn		180	5	0	root		
и	i	i	и	C		180	6	7	cc		
така	taka	taka	така	R		180	7	5	discourse		
.	.	.	.	Z		180	8	5	punct		
											
а	a	a	а	C		181	1	3	cc		And after that, about the school years.
после	posle	posle	после	R		181	2	3	case		
то	to	toa	тоа	Pp3nsn		181	3	7	obl		
за	za	za	за	S		181	4	7	case		
школски+	školski+	školski+	школски+	A-pn		181	5	7	amod		
те	te	toј	тој	Pd--pn		181	6	5	det	p_nom	
години	godini	godina	година	Nfpnn		181	7	0	root		
,	,	,	,	Z		181	8	7	punct		
											
а	a	a	а	C		182	1	5	cc		And by the way, when I finished the studies, I also was really engaged in handcraft, like embroidery and knitting, and so.
иначе	inače	inače	иначе	Qo		182	2	5	discourse		
кога	koga	koga	кога	R		182	3	5	mark		
ја	јa	taa	таа	Pp3fsa		182	4	5	expl		
завршив	završiv	završi	заврши	Vmia1se		182	5	13	advcl		
студија+	studiјa+	studiјa+	студија+	Nfsnn		182	6	5	obj		
та	ta	toј	тој	Pd-fsn		182	7	6	det	p_nom	
исто	isto	isto	исто	R		182	8	9	advmod		
така	taka	taka	така	R		182	9	13	advmod		
јас	јas	јas	јас	Pp1-sn		182	10	13	nsubj		
многу	mnogu	mnogu	многу	R		182	11	13	advmod		
се	se	se	се	Px---a		182	12	13	expl		
занимавав	zanimavav	zanimava	занимава	Vmii1si		182	13	0	root		
со	so	so	со	S		182	14	15	case		
рачна	račna	račen	рачен	Afsn		182	15	16	amod		
изработка	izrabotka	izrabotka	изработка	Nfsnn		182	16	13	obl		
на	na	na	на	S		182	17	18	case		
пример	primer	primer	пример	Nmsnn		182	18	13	discourse		
везејне	vezeјne	vezenje	везење	Nnsnn		182	19	16	nmod		
,	,	,	,	Z		182	20	13	punct		
плетејне	pleteјne	pletenje	плетење	Nnsnn		182	21	19	conj		
и	i	i	и	C		182	22	23	cc		
така	taka	taka	така	R		182	23	13	discourse		
											
то	to	toa	тоа	Pp3nsn		183	1	2	nsubj		That are very, I knitted, embroidered, besides the studying.
се	se	sum	сум	Vmip3pi		183	2	0	root		
многу	mnogu	mnogu	многу	R		183	3	2	advmod		
,	,	,	,	Z		183	4	2	punct		
плетев	pletev	plete	плете	Vmii1si		183	5	2	xcomp		
,	,	,	,	Z		183	6	5	punct		
везев	vezev	veze	везе	Vmii1si		183	7	5	xcomp		
,	,	,	,	Z		183	8	7	punct		
покрај	pokraј	pokraј	покрај	S		183	9	10	case		
учење+	učenje+	učenje+	учење+	Nnsnn		183	10	7	obl		
то	to	toј	тој	Pd-nsn		183	11	10	det	p_nom	
											
и	i	i	и	C		183	1	3	cc		And afterwards, once I got a prize for
после	posle	posle	после	R		183	2	3	advmod		
добив	dobiv	dobi	доби	Vmia1se		183	3	0	root		
еднуш	ednuš	ednaš	еднаш	R		183	4	3	advmod		
една	edna	eden	еден	Pi-fsn		183	5	6	det	indf	
награда	nagrada	nagrada	награда	Nfsnn		183	6	3	obj		
за	za	za	за	S		183	7	6	case		
											
тогаш	togaš	togaš	тогаш	R		184	1	2	advmod		Then it was Yugoslavija, together a federation and everyone that competed.
беше	beše	e	е	Vmii3si		184	2	3	cop		
југославија	јugoslaviјa	Јugoslaviјa	Југославија	Nfsnn		184	3	0	root		
,	,	,	,	Z		184	4	3	punct		
заедно	zaedno	zaedno	заедно	R		184	5	3	advmod		
федерација	federaciјa	federaciјa	федерација	Nfsnn		184	6	3	nmod		
и	i	i	и	C		184	7	11	cc		
сите	site	siot	сиот	Pi--pn		184	8	11	nsubj		
шо	šo	što	што	Pr		184	9	11	mark		
са	sa	se	се	Px---a		184	10	11	expl		
такмичиме	takmičime	takmiča	такмича	Vmip1pi		184	11	3	advcl		
											
да	da	da	да	C		185	1	2	fixed	inf	Let's say.
речиме	rečime	reče	рече	Vmip1pe		185	2	0	root		
											
било	bilo	bilo	било	Q		186	1	2	amod		Anything that happened, happened together, for all of Yugoslavia.
шо	šo	što	што	Pr		186	2	5	nsubj		
да	da	da	да	C		186	3	5	fixed	inf	
се	se	se	се	Px---a		186	4	5	expl		
случвеше	slučveše	slučuva	случува	Vmii3si		186	5	7	advcl		
се	se	se	се	Px---a		186	6	7	expl		
случвеше	slučveše	slučuva	случува	Vmii3si		186	7	0	root		
целосно	celosno	celsno	целсно	R		186	8	7	advmod		
за	za	za	за	S		186	9	10	case		
цела	cela	cel	цел	Afsn		186	10	11	amod		
југославија	јugoslaviјa	Јugoslaviјa	Југославија	Nfsnn		186	11	7	obl		
,	,	,	,	Z		186	12	7	punct		
											
си	si	si	си	Px---d		187	1	3	expl		Everyone hang out.
се	se	se	се	Px---a		187	2	3	expl		
дружевме	druževme	druži	дружи	Vmii1pi		187	3	0	root		
											
мислам	mislam	misli	мисли	Vmip1si		188	1	3	discourse		I mean, it was organised.
имаше	imaše	ima	има	Vmii3si		188	2	3	cop		
организирано	organizirano	organizira	организира	Vmp--se	Ansn	188	3	0	root		
											
да	da	da	да	C		189	1	2	fixed	inf	Let's say.
речиме	rečime	reče	рече	Vmip1pe		189	2	0	root		
											
ќе	ќe	ќe	ќе	Vaip		190	1	2	aux	hab	They would organise group trips, to visit Ljubljana, Zagreb or whatever.
организираја	organiziraјa	organizira	организира	Vmii3pi		190	2	0	root		
групни	grupni	grupen	групен	A-pn		190	3	4	amod		
патувања	patuvanja	patuvanje	патување	Nnpnn		190	4	2	obj		
,	,	,	,	Z		190	5	2	punct		
да	da	da	да	C		190	6	8	fixed	inf	
ја	јa	taa	таа	Pp3fsa		190	7	8	expl		
посетиме	posetime	poseti	посети	Vmip1pe		190	8	2	xcomp		
љубљана	ljubljana	Ljubljana	Љубљана	Nfsnn		190	9	8	obj		
,	,	,	,	Z		190	10	8	punct		
загреб	zagreb	Zagreb	Загреб	Nmsnn		190	11	9	conj		
или	ili	ili	или	C		190	12	14	cc		
било	bilo	bilo	било	Q		190	13	14	amod		
како	kako	kako	како	R		190	14	8	advmod		
											
одевме	odevme	odi	оди	Vmii1pi		191	1	0	root		We would go like that, who cоuld and who couldn't.
така	taka	taka	така	R		191	2	1	advmod		
кој	koј	koј	кој	Pr		191	3	4	nsubj		
можеше	možeše	može	може	Vmii3si		191	4	1	conj		
кој	koј	koј	кој	Pr		191	5	7	nsubj		
не	ne	ne	не	Qz		191	6	7	advmod		
можеше	možeše	može	може	Vmii3si		191	7	4	conj		
,	,	,	,	Z		191	8	7	punct		
											
па	pa	pa	па	C		192	1	7	cc		So, from that embroidery, I once embroidered a large table cloth with folk embroidery,
од	od	od	од	S		192	2	3	case		
тоа	toa	toa	тоа	Pd-nsn		192	3	4	det		
везење+	vezenje+	vezenje+	везење+	Nnsnn		192	4	7	obl		
то	to	to	то	Pd-nsn		192	5	4	det	p_nom	
јас	јas	јas	јас	Pp1-sn		192	6	7	nsubj		
навезов	navezov	naveze	навезе	Vmia1se		192	7	0	root		
еднаш	ednaš	ednaš	еднаш	R		192	8	7	advmod		
еден	eden	eden	еден	Pi-msn		192	9	11	det	indf	
голем	golem	golem	голем	Amsn		192	10	11	amod		
чаршав	čaršav	čaršaf	чаршаф	Nmsnn		192	11	7	obj		
за	za	za	за	S		192	12	13	case		
маса	masa	masa	маса	Nfsnn		192	13	11	nmod		
со	so	so	со	S		192	14	15	case		
народен	naroden	naroden	народен	Amsn		192	15	17	amod		
вес	ves	vez	вез	Nmsnn		192	16	11	nmod		
,	,	,	,	Z		192	17	7	punct		
											
имаше	imaše	ima	има	Vmii3si		193	1	0	root		There was some competition here from Belgrad, competition from Belgrad.
некое	nekoe	nekoј	некој	Pi-nsn		193	2	3	det	indf	
такмичење	takmičenje	takmičenje	такмичење	Nnsnn		193	3	1	obj		
овдека	ovdeka	ovdeka	овдека	R		193	4	1	advmod		
од	od	od	од	S		193	5	6	case		
белград	belgrad	Belgrad	Белград	Nmsnn		193	6	1	obl		
,	,	,	,	Z		193	7	1	punct		
такмичење	takmičenje	takmičenje	такмичење	Nnsnn		193	8	3	appos		
од	od	od	од	S		193	9	10	case		
белград	belgrad	Belgrad	Белград	Nmsnn		193	10	8	nmod		
,	,	,	,	Z		193	11	8	punct		
											
емисија+	emisiјa+	emisiјa+	емисија+	Nfsnn		194	1	6	obj		The show, wait, what was it called, I forgot the show.
та	ta	toј	тој	Pd-fsn		194	2	2	det	p_nom	
чекај	čekaј	čeka	чека	Vmm-2si		194	3	6	discourse		
како	kako	kako	како	Pq		194	4	6	advmod		
се	se	se	се	Px---a		194	5	6	expl		
викаше	vikaše	vika	вика	Vmii3si		194	6	0	root		
ја	јa	јa	ја	Pp3fsa		194	7	8	expl		
заборав	zaborav	zaboravi	заборави	Vmia1se		194	8	6	xcomp		
емисија+	emisiјa+	emisiјa+	емисија+	Nfsnn		194	9	8	obj		
та	ta	toј	тој	Pd-fsn		194	10	9	det	p_nom	
.	.	.	.	Z		194	11	8	punct		
											
и	i	i	и	C		195	1	4	cc		And on that competition 
на	na	na	на	S		195	2	3	case		
то	to	toa	тоа	Pd-nsn		195	3	4	det		
такмичење	takmičenje	takmičanje	такмичање	Nnsnn		195	4	0	root		
											
јас	јas	јas	јас	Pp1-sn		196	1	2	nsubj		I worked here as for dentist in the village Carev Dvor,
работев	rabotev	raboti	работи	Vmii1si		196	2	0	root		
тука	tuka	tuka	тука	R		196	3	2	advmod		
како	kako	kako	како	S		196	4	5	case		
за	za	za	за	S		196	5	6	case		
стоматолог	stomatolog	stomatolog	стоматолог	Nmsny		196	6	2	obl		
во	vo	vo	во	S		196	7	8	case		
село+	selo+	selo+	село+	Nnsnn		196	8	2	obl		
то	to	toј	тој	Pd-nsn		196	9	8	det	p_nom	
царевдвор	carevdvor	Carev Dvor	Царев Двор	Nmsnn		196	10	8	flat		
,	,	,	,	Z		196	11	2	punct		
											
работев	rabotev	raboti	работи	Vmii1si		197	1	0	root		I worked and I gave that cloth for
и	i	i	и	C		197	2	4	cc		
го	go	toј	тој	Pp3msa		197	3	4	expl		
дадов	dadov	dade	даде	Vmia1se		197	4	1	xcomp		
тој	toј	toј	тој	Pd-msn		197	5	6	det		
чаршав+	čaršav+	čaršaf+	чаршаф+	Nmsnn		197	6	4	obj		
от	ot	toј	тој	Pd-msn		197	7	6	det	p_nom	
за	za	za	за	S		197	8	6	case		
											
ме	me	јas	јас	Pp1-sa		198	1	2	obj		They asked me if I have.
прашаја	prašaјa	praša	праша	Vmia3pe		198	2	0	root		
дали	dali	dali	дали	Qq		198	3	4	advmod		
имам	imam	ima	има	Vmip1si		198	4	2	xcomp		
,	,	,	,	Z		198	5	4	punct		
											
ме	me	јas	јас	Pp1-sa		199	1	2	obj		They asked me if I have some handcraft.
опитваја	opitvaјa	opita	опита	Vmia3pe		199	2	0	root		
дали	dali	dali	дали	Qq		199	3	4	advmod		
имам	imam	ima	има	Vmip1si		199	4	2	xcomp		
нешто	nešto	nešto	нешто	Pi-nsn		199	5	6	det	indf	
изработка	izrabotka	izrabotka	изработка	Nfsnn		199	6	4	obj		
рачна	račna	račen	рачен	Afsn		199	7	6	amod		
,	,	,	,	Z		199	8	4	punct		
											
јас	јas	јas	јас	Pp1-sn		200	1	3	nsubj		I told him I have a cloth.
му	mu	toј	тој	Pp3msd		200	2	3	obl	iobj	
реков	rekov	reče	рече	Vmia1se		200	3	0	root		
имам	imam	ima	има	Vmip1si		200	4	3	xcomp		
еден	eden	eden	еден	Pi-msn		200	5	6	det	indf	
чаршав	čaršav	čaršaf	чаршаф	Nmsnn		200	6	4	obj		
,	,	,	,	Z		200	7	4	punct		
											
па	pa	pa	па	C		201	1	5	cc		So for the cloth I got second prize in all of Yugoslavia.
за	za	za	за	S		201	2	3	case		
чаршав+	čaršav+	čaršaf+	чаршаф+	Nmsnn		201	3	5	obl		
от	ot	toј	тој	Pd-msn		201	4	3	det	p_nom	
добив	dobiv	dobi	доби	Vmia1se		201	5	0	root		
втора	vtora	vtor	втор	Afsn		201	6	7	nummod		
награда	nagrada	nagrada	награда	Nfsnn		201	7	5	obj		
во	vo	vo	во	S		201	8	9	case		
цела	cela	cel	цел	Afsn		201	9	10	amod		
југославија	јugoslaviјa	јugoslaviјa	југославија	Nfsnn		201	10	7	nmod		
											
и	i	i	и	C		202	1	3	cc		And I have the cloth, it is here.
го	go	toј	тој	Pp3msa		202	2	3	expl		
имам	imam	ima	има	Vmip1si		202	3	0	root		
чаршав+	čaršav+	čaršaf+	чаршаф+	Nmsnn		202	4	3	obj		
от	ot	toј	тој	Pd-msn		202	5	4	det	p_nom	
тука	tuka	tuka	тука	R		202	6	8	advmod		
ми	mi	јas	јас	Pp1-sd		202	7	8	obl	iobj	
е	e	e	е	Vmip3si		202	8	3	xcomp		
,	,	,	,	Z		202	9	8	punct		
											
и	i	i	и	C		203	1	15	cc		And from that cloth afterwards from all of Yugoslavia all women with the second prize were in Belgrad for three days.
од	od	od	од	S		203	2	3	case		
тој	toј	toј	тој	Pd-msn		203	3	4	det		
чаршав	čaršav	čaršaf	чаршаф	Nmsnn		203	4	15	obl		
сетне	setne	setne	сетне	R		203	5	15	advmod		
од	od	od	од	S		203	6	7	case		
цела	cela	cel	цел	Afsn		203	7	8	amod		
југославија	јugoslaviјa	јugoslaviјa	југославија	Nfsnn		203	8	15	obl		
сите	site	siot	сиот	Pi--pn		203	9	10	amod		
жени	ženi	žena	жена	Nfpny		203	10	15	nsubj		
со	so	so	со	S		203	11	12	case		
втора+	vtora+	vtor+	втор+	Afsn		203	12	14	amod		
та	ta	toј	тој	Pd-fsn		203	13	12	det	p_nom	
награда	nagrada	nagrada	награда	Nfsnn		203	14	10	nmod		
бевме	bevme	e	е	Vmii1pi		203	15	0	root		
во	vo	vo	во	S		203	16	17	case		
белгдрад	belgdrad	Belgrad	Белград	Nmsnn		203	17	15	obl		
три	tri	tri	три	M		203	18	19	nummod		
дена	dena	den	ден	Nmpnn		203	19	17	nmod		
,	,	,	,	Z		203	20	15	punct		
											
така	taka	taka	така	R		204	1	5	advmod		So, everything was paid, they walked us in Belgrad,
се	se	sè	сè	P-----		204	2	5	nsubj		
платено	plateno	plati	плати	Ansn		204	3	0	root		
ни	ni	nie	ние	Pp1-pd		204	4	5	obl	iobj	
беше	beše	e	е	Vmii3si		204	5	3	cop		
нè	nè	nie	ние	Pp1-pa		204	6	7	obj		
шетаја	šetaјa	šeta	шета	Vmii3pi		204	7	3	xcomp		
низ	niz	niz	низ	S		204	8	9	case		
белград	belgrad	Belgrad	Белград	Nmsnn		204	9	7	obl		
,	,	,	,	Z		204	10	7	punct		
											
нè	nè	nie	ние	Pp1-pa		205	1	2	obj		They filmed us also.
снимаја	snimaјa	snima	снима	Vmii3pi		205	2	0	root		
исто	isto	isto	исто	R		205	3	4	advmod		
така	taka	taka	така	R		205	4	2	advmod		
											
знање-имање	znanje-imanje	znanje-imanje	знање-имање	Nnsnn		206	1	3	nsubj		Znanje - imanje was the name.
се	se	se	се	Px---a		206	2	3	expl		
викаше	vikaše	vika	вика	Vmii3si		206	3	0	root		
											
и	i	i	и	C		207	1	4	cc		And it still airs, Znanje - imanje.
уште	ušte	ušte	уште	R		207	2	4	advmod		
ја	јa	taa	таа	Pp3fsa		207	3	4	expl		
имат	imat	ima	има	Vmip3si		207	4	0	root		
знање-имање	znanje-imanje	znanje-imanje	знање-имање	Nnsnn		207	5	4	obj		
.	.	.	.	Z		207	6	4	punct		
											
и	i	i	и	C		208	1	2	cc		And so, that is a very merry, merry moments,
така	taka	taka	така	R		208	2	8	advmod		
,	,	,	,	Z		208	3	2	punct		
тој	toј	toј	тој	Pp3msn		208	4	8	nsubj		
ми	mi	јas	јас	Pp1-sd		208	5	6	obl	iobj	
е	e	e	е	Vmip3si		208	6	8	cop		
многу	mnogu	mnogu	многу	R		208	7	8	advmod		
радосен	radosen	radosen	радосен	Amsn		208	8	0	root		
,	,	,	,	Z		208	9	8	punct		
радосни	radosni	radosen	радосен	A-pn		208	10	11	amod		
моменти	momenti	moment	момент	Nmpnn		208	11	8	conj		
,	,	,	,	Z		208	12	11	punct		
											
во	vo	vo	во	S		209	1	2	case		In Belgrad we walked, big city, because we are from small place.
белград	belgrad	Belgrad	Белград	Nmsnn		209	2	3	obl		
шетавме	šetavme	šeta	шета	Vmii1pi		209	3	0	root		
,	,	,	,	Z		209	4	3	punct		
голем	golem	golem	голем	Amsn		209	5	6	amod		
град	grad	grad	град	Nmsnn		209	6	2	nmod		
,	,	,	,	Z		209	7	6	punct		
зошто	zošto	zošto	зошто	C		209	8	10	mark		
ние	nie	nie	ние	Pp1-pn		209	9	10	nsubj		
сме	sme	e	е	Vmip1pi		209	10	3	advcl		
од	od	od	од	S		209	11	12	case		
мало	malo	mal	мал	Ansn		209	12	13	amod		
место	mesto	mesto	место	Nnsnn		209	13	10	obl		
,	,	,	,	Z		209	14	10	punct		
											
па	pa	pa	па	C		210	1	5	cc		And afterwards it was very interesting for us in Belgrad to see, we went to Kalemegdan.
после	posle	posle	после	R		210	2	5	advmod		
ни	ni	nie	ние	Pp1-pd		210	3	4	obl	iobj	
беше	beše	e	е	Vmii3si		210	4	5	cop		
интересно	interesno	interesno	интересно	R		210	5	0	root		
многу	mnogu	mnogu	многу	R		210	6	5	advmod		
во	vo	vo	во	S		210	7	8	case		
белгдрад	belgdrad	Belgrad	Белград	Nmsnn		210	8	10	obl		
да	da	da	да	C		210	9	10	fixed	inf	
видиме	vidime	vidi	види	Vmip1pe		210	10	5	xcomp		
на	na	na	на	S		210	11	12	case		
калемегдан	kalemegdan	Kalemegdan	Калемегдан	Nmsnn		210	12	13	obl		
бевме	bevme	e	е	Vmii1pi		210	13	10	xcomp		
,	,	,	,	Z		210	14	13	punct		
											
та	ta	taa	таа	Pp3fsn		211	1	5	nsubj		That is a very famous place, maybe you've heard of Kalemegdan.
е	e	e	е	Vmii3si		211	2	5	cop		
многу	mnogu	mnogu	многу	R		211	3	4	advmod		
познато	poznato	poznat	познат	Ansn		211	4	5	amod		
место	mesto	mesto	место	Nnsnn		211	5	0	root		
,	,	,	,	Z		211	6	5	punct		
можда	možda	možebi	можеби	Qo		211	7	9	discourse		
си	si	si	си	Px---d		211	8	9	expl		
слушнала	slušnala	slušne	слушне	Vmp--se	Afsn	211	9	5	xcomp		
за	za	za	за	S		211	10	11	case		
калемегдан	kalemegdan	Kalemegdan	Калемегдан	Nmsnn		211	11	9	obl		
,	,	,	,	Z		211	12	9	punct		
											
таму	tamu	tamu	таму	R		212	1	2	advmod		There we were around the center of the city.
бевме	bevme	e	е	Vmii1pi		212	2	0	root		
низ	niz	niz	низ	S		212	3	4	case		
центар+	centar+	centar+	центар+	Nmsnn		212	4	2	obl		
от	ot	toј	тој	Pd-msn		212	5	4	det	p_nom	
на	na	na	на	S		212	6	7	case		
град+	grad+	grad+	град+	Nmsnn		212	7	4	nmod		
от	ot	toј	тој	Pd-msn		212	8	7	det	p_nom	
,	,	,	,	Z		212	9	2	punct		
											
ја	јa	taa	таа	Pp3fsa		213	1	2	expl		Also, we visited the church Saint Sava, it is a big temple, maybe you were in it.
посетивме	posetivme	poseti	посети	Vmii1pe		213	2	0	root		
исто	isto	isto	исто	R		213	3	2	advmod		
и	i	i	и	C		213	4	5	cc		
црква+	crkva+	crkva+	црква+	Nfsnn		213	5	2	obj		
та	ta	toј	тој	Pd-fsn		213	6	5	det	p_nom	
свети	sveti	cveti	cвети	Amsny		213	7	8	amod		
сава	sava	Sava	Сава	Nmsny		213	8	5	flat		
,	,	,	,	Z		213	9	2	punct		
голем	golem	golem	голем	Amsn		213	10	11	amod		
храм	xram	xram	храм	Nmsnn		213	11	2	conj		
е	e	e	е	Vmii3si		213	12	11	cop		
тој	toј	toј	тој	Pp3msn		213	13	11	nsubj		
можда	možda	možebi	можеби	Qo		213	14	16	discourse		
си	si	si	си	Px---d		213	15	16	expl		
била	bila	e	е	Vmp-3si	Afsn	213	16	11	xcomp		
во	vo	vo	во	S		213	17	18	case		
него	nego	toј	тој	Pp3msa		213	18	16	obl		
,	,	,	,	Z		213	19	16	punct		
											
е	e	e	е	I		214	1	3	discourse		So it was then, when we were fourty years ago it was, only the walls were, there were no frescoes, there was nothing.
тогаш	togaš	togaš	тогаш	R		214	2	3	advmod		
беше	beše	e	е	Vmii3si		214	3	0	root		
ко	ko	koga	кога	C		214	4	5	mark		
бевме	bevme	e	е	Vmii1pi		214	5	3	advcl		
ние	nie	nie	ние	Pp1-pn		214	6	5	nsbuj		
пред	pred	pred	пред	S		214	7	8	case		
четириесет	četirieset	četirieset	четириесет	M		214	8	9	nummod		
години	godini	godina	година	Nfpnn		214	9	10	obl		
беше	beše	e	е	Vmii3si		214	10	5	xcomp		
само	samo	samo	само	R		214	11	12	advmod		
зидови+	zidovi+	źid+	ѕид+	Nmsnn		214	12	14	nsubj		
